trip_distance_km,passenger_count,trip_price,weather_impact,traffic_multiplier,is_morning_rush,is_evening_rush,is_peak_hours,is_weekend,high_impact_trip,condition_score,distance_x_conditions
25.09,2.0,73.5818,1.3,1.1,1,0,1,1,1,1.4300000000000002,35.8787
24.2,1.0,49.4676,1.3,1.0,0,0,0,0,1,1.3,31.46
9.49,1.0,12.9998,1.0,1.1,0,1,1,0,0,1.1,10.439000000000002
22.26,2.0,46.7471,1.0,1.1,0,1,1,0,0,1.1,24.486000000000004
20.530000000000005,2.0,45.89750000000001,1.0,1.0,0,1,1,0,0,1.0,20.530000000000005
31.18,1.0,58.5727,1.0,1.1,0,0,0,0,0,1.1,34.298
32.12,4.0,86.89770000000001,1.15,1.25,0,0,0,0,1,1.4375,46.1725
3.22,1.0,32.151399999999995,1.0,1.1,0,0,0,0,0,1.1,3.5420000000000007
19.36,1.0,38.3875,1.15,1.1,0,0,0,0,0,1.265,24.490399999999998
31.67,1.0,23.9563,1.0,1.0,1,0,1,0,0,1.0,31.67
25.65,2.0,48.4142,1.3,1.1,0,1,1,0,1,1.4300000000000002,36.679500000000004
42.97,4.0,108.9734,1.0,1.0,0,0,0,1,0,1.0,42.97
33.28,1.0,69.9494,1.15,1.1,0,0,0,0,0,1.265,42.099199999999996
8.98,2.0,38.1392,1.0,1.25,0,1,1,0,1,1.25,11.225000000000001
4.46,3.0,23.7068,1.0,1.1,0,0,0,1,0,1.1,4.906000000000001
32.48,3.0,41.65619999999999,1.0,1.0,0,1,1,0,0,1.0,32.48
2.3,2.0,13.4484,1.0,1.0,0,0,0,1,0,1.0,2.3
29.699999999999996,3.0,31.4168,1.15,1.1,0,0,0,0,0,1.265,37.57049999999999
47.07,4.0,100.2662,1.15,1.1,1,0,1,0,0,1.265,59.543549999999996
29.2,3.0,59.87539999999999,1.15,1.25,0,0,0,0,1,1.4375,41.975
20.02,3.0,23.1614,1.0,1.25,0,0,0,0,1,1.25,25.025
32.52,4.0,81.85180000000001,1.15,1.1,1,0,1,0,0,1.265,41.1378
23.45,1.0,57.915,1.0,1.0,0,0,0,0,0,1.0,23.45
27.74,1.0,46.9988,1.0,1.0,0,0,0,0,0,1.0,27.74
47.13,4.0,66.90710000000001,1.0,1.0,0,1,1,0,0,1.0,47.13
19.92,4.0,64.0787,1.0,1.0,1,0,1,0,0,1.0,19.92
45.36,3.0,54.436800000000005,1.0,1.1,0,0,0,0,0,1.1,49.896
10.59,4.0,38.0619,1.0,1.1,1,0,1,0,0,1.1,11.649000000000001
4.4,2.0,16.834,1.15,1.0,1,0,1,1,0,1.15,5.06
5.94,3.0,58.6618,1.0,1.0,0,0,0,0,0,1.0,5.94
1.89,1.0,6.1269,1.0,1.0,1,0,1,1,0,1.0,1.89
5.63,1.0,51.39649999999999,1.0,1.0,0,1,1,0,0,1.0,5.63
34.47,1.0,41.834700000000005,1.0,1.25,0,0,0,0,1,1.25,43.0875
4.49,3.0,45.75449999999999,1.0,1.0,1,0,1,0,0,1.0,4.49
16.63,2.0,27.6353,1.0,1.1,0,1,1,0,0,1.1,18.293
42.4,4.0,43.823600000000006,1.0,1.0,0,0,0,0,0,1.0,42.4
2.14,4.0,16.525599999999997,1.0,1.25,0,0,0,1,1,1.25,2.6750000000000003
40.91,1.0,88.1071,1.0,1.1,0,0,0,0,0,1.1,45.001
14.81,1.0,20.3458,1.15,1.0,0,0,0,1,0,1.15,17.031499999999998
6.79,3.0,22.4883,1.0,1.1,1,0,1,1,0,1.1,7.469
35.14,2.0,48.006600000000006,1.0,1.1,0,0,0,1,0,1.1,38.654
31.82,4.0,37.1212,1.15,1.25,0,0,0,1,1,1.4375,45.74125
44.0,3.0,76.9996,1.0,1.0,1,0,1,0,0,1.0,44.0
37.02,4.0,87.89620000000001,1.0,1.25,0,0,0,0,1,1.25,46.275000000000006
40.37,1.0,116.42059999999998,1.15,1.25,0,0,0,0,1,1.4375,58.031875
14.82,4.0,31.609,1.0,1.25,0,1,1,0,1,1.25,18.525
9.69,2.0,37.0004,1.0,1.1,1,0,1,0,0,1.1,10.659
37.78,2.0,40.9764,1.0,1.1,0,0,0,1,0,1.1,41.55800000000001
40.53,1.0,58.6974,1.0,1.1,0,0,0,0,0,1.1,44.583000000000006
49.53,2.0,68.9135,1.0,1.1,1,0,1,0,0,1.1,54.483000000000004
21.22,2.0,73.21499999999999,1.0,1.1,1,0,1,0,0,1.1,23.342000000000002
19.23,3.0,89.472,1.0,1.1,1,0,1,0,0,1.1,21.153000000000002
39.04,4.0,62.0444,1.0,1.1,0,0,0,0,0,1.1,42.944
17.7,1.0,27.174,1.0,1.1,0,0,0,1,0,1.1,19.470000000000002
46.61,1.0,97.7908,1.0,1.25,0,1,1,0,1,1.25,58.2625
43.06,1.0,94.3478,1.0,1.0,0,0,0,0,0,1.0,43.06
37.79,1.0,44.6222,1.0,1.1,0,0,0,0,0,1.1,41.569
37.97,2.0,97.57659999999998,1.15,1.25,0,1,1,0,1,1.4375,54.581875
6.05,3.0,24.4754,1.0,1.1,1,0,1,0,0,1.1,6.655
45.23,1.0,60.7045,1.0,1.0,1,0,1,0,0,1.0,45.23
25.76,3.0,36.7152,1.0,1.25,1,0,1,0,1,1.25,32.2
41.5,3.0,102.72459999999998,1.0,1.0,0,1,1,0,0,1.0,41.5
16.68,2.0,26.1176,1.15,1.25,0,0,0,0,1,1.4375,23.9775
44.88,1.0,68.4404,1.0,1.1,0,0,0,0,0,1.1,49.36800000000001
20.07,2.0,32.155,1.3,1.1,0,1,1,0,1,1.4300000000000002,28.700100000000003
1.53,1.0,39.397,1.0,1.0,0,1,1,0,0,1.0,1.53
45.36,2.0,101.2576,1.15,1.1,0,0,0,1,0,1.265,57.380399999999995
5.47,3.0,44.69539999999999,1.0,1.0,0,0,0,0,0,1.0,5.47
104.37179088913676,1.0,206.50865196831717,1.15,1.0,0,0,0,0,0,1.15,120.02755952250726
47.55,4.0,123.928,1.0,1.0,1,0,1,0,0,1.0,47.55
47.58,3.0,74.8463,1.0,1.0,1,0,1,0,0,1.0,47.58
29.1,4.0,30.698,1.0,1.25,1,0,1,0,1,1.25,36.375
31.96,3.0,35.0564,1.0,1.25,0,0,0,0,1,1.25,39.95
22.97,2.0,31.8132,1.15,1.0,0,0,0,1,0,1.15,26.415499999999998
15.37,1.0,45.1203,1.0,1.0,1,0,1,0,0,1.0,15.37
17.1,3.0,51.031000000000006,1.0,1.0,1,0,1,0,0,1.0,17.1
33.95,2.0,59.475,1.15,1.1,0,0,0,0,0,1.265,42.94675
37.87,1.0,64.5434,1.0,1.25,0,0,0,0,1,1.25,47.3375
39.79,1.0,101.5506,1.3,1.25,0,0,0,0,1,1.625,64.65875
39.69,3.0,31.0915,1.15,1.1,0,0,0,0,0,1.265,50.20784999999999
5.47,1.0,19.8829,1.0,1.1,1,0,1,1,0,1.1,6.017
25.23,3.0,51.0291,1.15,1.0,1,0,1,0,0,1.15,29.014499999999998
27.93,4.0,34.4608,1.0,1.0,0,0,0,1,0,1.0,27.93
44.5,4.0,80.18099999999998,1.0,1.1,0,0,0,1,0,1.1,48.95
18.19,2.0,39.9065,1.15,1.1,0,0,0,0,0,1.265,23.01035
6.74,4.0,34.5311,1.15,1.0,0,1,1,1,0,1.15,7.7509999999999994
8.01,3.0,31.7102,1.0,1.25,0,0,0,0,1,1.25,10.0125
38.31,1.0,40.2799,1.0,1.0,0,0,0,1,0,1.0,38.31
31.29,1.0,46.8086,1.3,1.1,0,0,0,1,1,1.4300000000000002,44.7447
5.96,2.0,27.8795,1.0,1.0,0,0,0,0,0,1.0,5.96
5.12,4.0,28.7693,1.0,1.0,1,0,1,1,0,1.0,5.12
35.35,1.0,58.825,1.0,1.1,1,0,1,0,0,1.1,38.885000000000005
4.57,2.0,13.0646,1.15,1.1,0,0,0,0,0,1.265,5.78105
41.27,1.0,106.2963,1.0,1.0,0,1,1,0,0,1.0,41.27
35.61,2.0,59.1773,1.15,1.0,1,0,1,0,0,1.15,40.951499999999996
4.990000000000003,4.0,19.5819,1.0,1.1,0,0,0,0,0,1.1,5.489000000000003
5.16,2.0,26.6477,1.0,1.1,0,0,0,0,0,1.1,5.676000000000001
49.35,2.0,109.4796,1.0,1.0,1,0,1,0,0,1.0,49.35
19.34,2.0,79.24600000000001,1.0,1.0,0,0,0,1,0,1.0,19.34
19.16,2.0,34.5791,1.0,1.0,0,0,0,1,0,1.0,19.16
40.83,1.0,69.99549999999999,1.15,1.0,0,1,1,0,0,1.15,46.954499999999996
47.42,2.0,97.4848,1.15,1.0,1,0,1,0,0,1.15,54.533
49.31000000000002,1.0,70.745,1.0,1.1,0,0,0,0,0,1.1,54.24100000000002
37.92,2.0,77.56840000000001,1.15,1.1,0,1,1,0,0,1.265,47.9688
19.44,2.0,55.053,1.0,1.0,0,0,0,0,0,1.0,19.44
5.09,4.0,22.161199999999997,1.0,1.0,0,0,0,0,0,1.0,5.09
39.08,2.0,83.694,1.0,1.0,0,0,0,0,0,1.0,39.08
28.36,3.0,49.7657,1.0,1.25,0,0,0,1,1,1.25,35.45
21.79,2.0,31.7717,1.0,1.25,0,1,1,0,1,1.25,27.237499999999997
45.41,2.0,35.4031,1.0,1.0,0,0,0,0,0,1.0,45.41
6.45,2.0,33.5331,1.0,1.0,1,0,1,0,0,1.0,6.45
25.14,3.0,43.069700000000005,1.15,1.25,0,0,0,0,1,1.4375,36.13875
1.56,4.0,34.2628,1.0,1.25,0,0,0,0,1,1.25,1.9500000000000002
23.96,3.0,83.7848,1.0,1.0,0,0,0,0,0,1.0,23.96
3.76,4.0,22.1476,1.0,1.0,1,0,1,0,0,1.0,3.76
6.82,2.0,29.965799999999994,1.0,1.0,0,0,0,0,0,1.0,6.82
6.76,2.0,27.9315,1.0,1.1,0,0,0,1,0,1.1,7.436
32.81,2.0,55.82120000000001,1.0,1.0,0,0,0,1,0,1.0,32.81
37.56,4.0,84.23230000000001,1.0,1.0,1,0,1,0,0,1.0,37.56
29.59,3.0,49.36,1.15,1.1,0,0,0,0,0,1.265,37.431349999999995
48.15,2.0,72.6627,1.0,1.0,0,0,0,0,0,1.0,48.15
19.37,3.0,26.9741,1.0,1.1,1,0,1,0,0,1.1,21.307000000000002
15.0,3.0,46.46469999999999,1.3,1.0,0,0,0,0,1,1.3,19.5
43.56,3.0,57.426100000000005,1.15,1.0,0,0,0,0,0,1.15,50.094
11.96,2.0,41.71940000000001,1.3,1.1,0,1,1,0,1,1.4300000000000002,17.102800000000002
48.2,3.0,68.63480000000001,1.0,1.0,0,0,0,0,0,1.0,48.2
1.5999999999999992,3.0,14.6611,1.0,1.25,0,0,0,0,1,1.25,1.9999999999999991
48.52,2.0,96.2845,1.0,1.1,0,1,1,1,0,1.1,53.37200000000001
3.11,3.0,12.1141,1.0,1.0,0,1,1,1,0,1.0,3.11
44.67,2.0,61.09400000000001,1.15,1.1,0,0,0,1,0,1.265,56.507549999999995
26.86,4.0,55.1892,1.0,1.0,0,0,0,0,0,1.0,26.86
49.66,4.0,72.969,1.0,1.25,0,0,0,1,1,1.25,62.074999999999996
4.62,2.0,29.7551,1.0,1.0,0,1,1,0,0,1.0,4.62
28.14,3.0,86.5536,1.0,1.1,0,1,1,1,0,1.1,30.954000000000004
48.5,1.0,114.9417,1.0,1.0,0,1,1,0,0,1.0,48.5
26.63,1.0,35.08540000000001,1.0,1.1,0,0,0,1,0,1.1,29.293000000000003
31.84,3.0,45.6194,1.3,1.25,0,1,1,0,1,1.625,51.74
107.78683195771164,1.0,322.7259960920446,1.0,1.25,1,0,1,1,1,1.25,134.73353994713955
23.27,2.0,78.85079999999999,1.0,1.0,0,0,0,1,0,1.0,23.27
31.75,1.0,70.7341,1.15,1.0,1,0,1,0,0,1.15,36.512499999999996
29.63,3.0,56.345600000000005,1.0,1.25,0,0,0,0,1,1.25,37.0375
45.16,3.0,79.833,1.0,1.25,0,0,0,1,1,1.25,56.449999999999996
3.23,2.0,27.1606,1.15,1.0,0,0,0,0,0,1.15,3.7144999999999997
14.77,4.0,54.42370000000001,1.0,1.1,0,0,0,1,0,1.1,16.247
47.57,2.0,80.81119999999999,1.15,1.0,0,0,0,0,0,1.15,54.705499999999994
44.62,2.0,60.9462,1.15,1.25,0,0,0,0,1,1.4375,64.14125
23.33,1.0,59.0736,1.3,1.0,1,0,1,0,1,1.3,30.328999999999997
31.39,1.0,36.0271,1.0,1.0,0,0,0,0,0,1.0,31.39
14.59,2.0,25.1968,1.0,1.1,1,0,1,1,0,1.1,16.049
10.22,2.0,23.694900000000004,1.0,1.0,1,0,1,0,0,1.0,10.22
23.72,3.0,52.9083,1.0,1.1,0,0,0,0,0,1.1,26.092000000000002
18.31,1.0,42.6209,1.15,1.1,0,0,0,0,0,1.265,23.162149999999997
29.6,2.0,52.2336,1.0,1.0,0,0,0,0,0,1.0,29.6
4.81,1.0,46.1779,1.0,1.0,0,0,0,1,0,1.0,4.81
48.75,2.0,61.1936,1.15,1.1,0,0,0,1,0,1.265,61.668749999999996
49.32,1.0,88.6814,1.0,1.0,0,1,1,0,0,1.0,49.32
35.21,4.0,66.581,1.0,1.1,0,0,0,1,0,1.1,38.731
27.27,3.0,47.996,1.0,1.25,0,0,0,1,1,1.25,34.0875
16.17,1.0,45.28790000000001,1.15,1.1,0,0,0,0,0,1.265,20.45505
40.88,4.0,97.2125,1.0,1.0,0,0,0,1,0,1.0,40.88
34.55,1.0,63.615,1.15,1.0,0,0,0,0,0,1.15,39.732499999999995
8.97,1.0,25.5304,1.0,1.0,0,0,0,0,0,1.0,8.97
45.64,4.0,78.744,1.15,1.0,0,0,0,1,0,1.15,52.486
41.3,1.0,37.17,1.15,1.1,0,0,0,0,0,1.265,52.244499999999995
47.54,1.0,68.4308,1.0,1.1,0,0,0,1,0,1.1,52.294000000000004
36.56,3.0,40.9716,1.0,1.0,0,1,1,1,0,1.0,36.56
31.06,4.0,48.4496,1.0,1.0,0,1,1,0,0,1.0,31.06
21.49,4.0,54.4139,1.15,1.0,0,1,1,1,0,1.15,24.713499999999996
46.7,2.0,53.0315,1.0,1.1,0,0,0,0,0,1.1,51.370000000000005
43.44,1.0,39.9195,1.0,1.0,1,0,1,0,0,1.0,43.44
3.22,3.0,20.0527,1.0,1.0,1,0,1,0,0,1.0,3.22
2.29,1.0,13.9334,1.0,1.0,1,0,1,1,0,1.0,2.29
19.45,1.0,24.0367,1.0,1.25,0,0,0,0,1,1.25,24.3125
40.72,2.0,63.3579,1.0,1.25,0,1,1,0,1,1.25,50.9
49.38,1.0,57.153000000000006,1.0,1.0,1,0,1,0,0,1.0,49.38
8.37,3.0,52.9882,1.15,1.0,0,0,0,1,0,1.15,9.625499999999999
30.11,3.0,54.1983,1.0,1.1,1,0,1,0,0,1.1,33.121
19.66,2.0,84.873,1.0,1.0,0,0,0,0,0,1.0,19.66
48.53,1.0,124.2416,1.3,1.1,0,0,0,0,1,1.4300000000000002,69.3979
42.26,3.0,84.1558,1.15,1.25,1,0,1,0,1,1.4375,60.748749999999994
42.08,1.0,73.86349999999999,1.15,1.1,0,0,0,1,0,1.265,53.231199999999994
23.97,1.0,45.2346,1.0,1.25,1,0,1,0,1,1.25,29.9625
21.33,1.0,46.61750000000001,1.0,1.0,1,0,1,0,0,1.0,21.33
14.4,2.0,34.3543,1.0,1.0,0,0,0,1,0,1.0,14.4
3.76,2.0,45.31230000000001,1.15,1.1,0,1,1,0,0,1.265,4.756399999999999
43.37,3.0,56.61489999999999,1.0,1.0,0,0,0,1,0,1.0,43.37
40.83,1.0,75.92699999999999,1.0,1.1,0,0,0,0,0,1.1,44.913000000000004
49.99,3.0,80.7619,1.0,1.0,0,0,0,1,0,1.0,49.99
139.476514583775,1.0,296.0886973121837,1.0,1.0,0,1,1,0,0,1.0,139.476514583775
28.22,3.0,55.7598,1.0,1.25,1,0,1,0,1,1.25,35.275
38.68,2.0,73.2164,1.0,1.0,0,0,0,1,0,1.0,38.68
47.29,1.0,97.75249999999998,1.0,1.25,1,0,1,1,1,1.25,59.1125
42.63,1.0,46.15260000000001,1.0,1.25,1,0,1,1,1,1.25,53.2875
13.12,3.0,64.9824,1.3,1.1,0,0,0,0,1,1.4300000000000002,18.7616
23.08,4.0,54.1212,1.15,1.1,1,0,1,1,0,1.265,29.196199999999994
7.33,2.0,29.9765,1.15,1.1,0,0,0,1,0,1.265,9.27245
47.75,4.0,94.6379,1.15,1.25,0,1,1,0,1,1.4375,68.640625
30.7,4.0,44.5307,1.0,1.0,1,0,1,1,0,1.0,30.7
12.2,1.0,35.284,1.0,1.1,0,0,0,1,0,1.1,13.42
33.91,2.0,40.3595,1.0,1.1,1,0,1,0,0,1.1,37.301
31.29,2.0,79.637,1.0,1.1,0,0,0,0,0,1.1,34.419000000000004
18.55,1.0,25.3115,1.0,1.1,0,0,0,0,0,1.1,20.405
6.56,4.0,32.0088,1.0,1.0,0,1,1,0,0,1.0,6.56
33.91,4.0,29.2693,1.0,1.1,0,0,0,0,0,1.1,37.301
26.5,1.0,77.4795,1.0,1.25,1,0,1,0,1,1.25,33.125
38.84,1.0,62.89040000000001,1.0,1.0,0,0,0,0,0,1.0,38.84
26.49,1.0,66.6318,1.0,1.25,0,0,0,0,1,1.25,33.1125
42.76,2.0,71.5568,1.15,1.1,0,0,0,0,0,1.265,54.09139999999999
28.04,4.0,61.2568,1.0,1.25,0,1,1,1,1,1.25,35.05
28.49,2.0,53.8901,1.0,1.1,0,1,1,1,0,1.1,31.339000000000002
43.96,3.0,88.9502,1.0,1.1,1,0,1,0,0,1.1,48.356
20.77,4.0,47.3268,1.0,1.0,1,0,1,1,0,1.0,20.77
7.57,3.0,40.163,1.0,1.25,0,0,0,0,1,1.25,9.4625
2.41,2.0,11.5061,1.0,1.0,0,0,0,0,0,1.0,2.41
38.0,2.0,83.6299,1.0,1.25,0,1,1,0,1,1.25,47.5
31.4,3.0,72.2196,1.0,1.0,0,0,0,0,0,1.0,31.4
35.5,2.0,109.89649999999996,1.15,1.0,0,0,0,1,0,1.15,40.824999999999996
11.44,1.0,38.2552,1.15,1.0,1,0,1,1,0,1.15,13.155999999999999
7.68,3.0,60.32639999999999,1.0,1.1,0,1,1,0,0,1.1,8.448
1.71,3.0,15.1029,1.0,1.0,1,0,1,0,0,1.0,1.71
18.18,2.0,46.316,1.15,1.25,0,1,1,0,1,1.4375,26.13375
29.91,1.0,52.678,1.0,1.0,0,0,0,0,0,1.0,29.91
20.22,1.0,24.4816,1.0,1.0,0,0,0,0,0,1.0,20.22
22.44,3.0,45.5584,1.0,1.25,1,0,1,0,1,1.25,28.05
45.3,3.0,37.7718,1.15,1.1,0,0,0,1,0,1.265,57.30449999999999
18.06,3.0,23.279,1.0,1.25,0,0,0,1,1,1.25,22.575
26.19,1.0,61.2287,1.0,1.0,0,0,0,0,0,1.0,26.19
39.4,2.0,72.9188,1.15,1.1,0,0,0,1,0,1.265,49.840999999999994
20.43,2.0,52.6406,1.0,1.1,0,1,1,0,0,1.1,22.473000000000003
31.48,1.0,46.4367,1.0,1.1,0,1,1,0,0,1.1,34.628
43.26,4.0,77.8741,1.3,1.1,1,0,1,0,1,1.4300000000000002,61.8618
47.53,2.0,56.7461,1.0,1.1,1,0,1,0,0,1.1,52.28300000000001
8.21,3.0,46.49680000000001,1.0,1.1,1,0,1,1,0,1.1,9.031000000000002
46.4,4.0,101.9914,1.0,1.0,0,0,0,0,0,1.0,46.4
25.11,4.0,59.3324,1.0,1.1,0,0,0,0,0,1.1,27.621000000000002
23.5,4.0,36.9301,1.0,1.1,1,0,1,0,0,1.1,25.85
49.02,4.0,95.2278,1.0,1.0,0,0,0,1,0,1.0,49.02
25.14,2.0,40.2186,1.15,1.1,0,0,0,0,0,1.265,31.8021
17.11,2.0,36.6701,1.0,1.1,0,0,0,0,0,1.1,18.821
32.040000000000006,4.0,65.6944,1.0,1.0,0,0,0,0,0,1.0,32.040000000000006
12.77,3.0,17.662100000000002,1.0,1.0,1,0,1,0,0,1.0,12.77
4.72,1.0,35.6928,1.15,1.0,0,0,0,0,0,1.15,5.427999999999999
7.32,4.0,58.9867,1.0,1.1,0,0,0,0,0,1.1,8.052000000000001
122.82019097975328,2.0,247.5983178992313,1.0,1.25,0,0,0,0,1,1.25,153.5252387246916
8.44,3.0,41.30720000000001,1.0,1.0,0,1,1,1,0,1.0,8.44
7.8,2.0,32.9075,1.0,1.1,0,0,0,1,0,1.1,8.58
32.4,4.0,68.9296,1.0,1.0,0,0,0,1,0,1.0,32.4
9.91,1.0,38.348600000000005,1.15,1.1,1,0,1,0,0,1.265,12.53615
17.94,1.0,58.0861,1.0,1.25,1,0,1,0,1,1.25,22.425
44.94,1.0,69.1938,1.0,1.0,0,1,1,0,0,1.0,44.94
24.22,2.0,86.3292,1.0,1.1,0,0,0,1,0,1.1,26.642
33.71,2.0,66.1224,1.15,1.0,1,0,1,0,0,1.15,38.7665
9.44,1.0,12.6264,1.0,1.0,1,0,1,0,0,1.0,9.44
10.42,1.0,43.0058,1.0,1.0,1,0,1,0,0,1.0,10.42
3.0,2.0,26.111700000000003,1.0,1.0,0,1,1,0,0,1.0,3.0
9.28,3.0,38.447500000000005,1.0,1.1,1,0,1,0,0,1.1,10.208
14.65,4.0,63.93,1.0,1.1,0,0,0,0,0,1.1,16.115000000000002
9.67,4.0,32.7178,1.0,1.1,1,0,1,1,0,1.1,10.637
5.35,1.0,22.8002,1.0,1.0,0,0,0,0,0,1.0,5.35
6.91,3.0,17.1693,1.0,1.0,1,0,1,0,0,1.0,6.91
23.58,2.0,29.778,1.0,1.1,0,0,0,0,0,1.1,25.938
11.11,1.0,13.3746,1.0,1.0,1,0,1,0,0,1.0,11.11
18.85,3.0,48.1365,1.0,1.0,0,0,0,0,0,1.0,18.85
25.67,3.0,61.54940000000001,1.0,1.25,1,0,1,1,1,1.25,32.087500000000006
34.83,3.0,79.71459999999999,1.3,1.1,0,0,0,0,1,1.4300000000000002,49.806900000000006
2.93,2.0,43.60339999999999,1.3,1.1,0,1,1,1,1,1.4300000000000002,4.189900000000001
40.17,2.0,93.1014,1.15,1.1,0,0,0,0,0,1.265,50.81505
31.77,4.0,72.9137,1.0,1.0,0,0,0,0,0,1.0,31.77
5.01,4.0,29.055300000000003,1.15,1.0,0,0,0,1,0,1.15,5.761499999999999
43.81,3.0,69.9316,1.0,1.1,0,0,0,0,0,1.1,48.19100000000001
46.12,3.0,102.4302,1.0,1.0,0,0,0,0,0,1.0,46.12
138.76388715029725,2.0,332.0436886774302,1.0,1.25,0,0,0,0,1,1.25,173.45485893787156
14.57,4.0,37.39,1.0,1.1,0,0,0,0,0,1.1,16.027
40.5,3.0,84.3528,1.15,1.0,0,0,0,1,0,1.15,46.574999999999996
37.66,4.0,87.5241,1.0,1.1,0,1,1,0,0,1.1,41.426
10.04,2.0,44.4294,1.0,1.0,0,0,0,1,0,1.0,10.04
11.26,3.0,30.5768,1.15,1.1,1,0,1,1,0,1.265,14.243899999999998
19.15,2.0,38.9965,1.0,1.1,0,0,0,0,0,1.1,21.065
24.74,3.0,88.8816,1.0,1.25,0,0,0,1,1,1.25,30.924999999999997
19.08,4.0,39.1976,1.0,1.1,0,0,0,1,0,1.1,20.988
23.66,3.0,25.8856,1.0,1.1,1,0,1,0,0,1.1,26.026000000000003
37.63,2.0,72.356,1.0,1.25,0,0,0,0,1,1.25,47.0375
2.8,3.0,44.2055,1.0,1.0,1,0,1,0,0,1.0,2.8
13.37,2.0,50.2412,1.15,1.0,0,0,0,0,0,1.15,15.375499999999997
35.95,2.0,49.78730000000001,1.0,1.0,0,1,1,0,0,1.0,35.95
26.07,1.0,74.7818,1.0,1.1,0,0,0,0,0,1.1,28.677000000000003
27.07,1.0,31.2318,1.0,1.1,0,1,1,0,0,1.1,29.777
6.25,4.0,44.6322,1.3,1.1,0,0,0,1,1,1.4300000000000002,8.937500000000002
22.92,3.0,48.11750000000001,1.0,1.0,1,0,1,0,0,1.0,22.92
27.1,4.0,73.0726,1.0,1.1,0,0,0,0,0,1.1,29.810000000000002
12.88,2.0,43.9909,1.0,1.0,1,0,1,1,0,1.0,12.88
14.19,1.0,44.507000000000005,1.0,1.1,0,0,0,1,0,1.1,15.609
19.49,4.0,34.5781,1.15,1.1,0,0,0,1,0,1.265,24.654849999999996
1.98,3.0,14.935599999999999,1.0,1.0,0,0,0,0,0,1.0,1.98
16.78,4.0,25.3938,1.0,1.0,0,1,1,0,0,1.0,16.78
11.36,1.0,62.8,1.0,1.0,0,0,0,1,0,1.0,11.36
17.05,4.0,35.93,1.15,1.25,0,0,0,0,1,1.4375,24.509375000000002
6.87,4.0,60.315,1.0,1.25,1,0,1,0,1,1.25,8.5875
44.64,1.0,78.7809,1.15,1.1,0,1,1,0,0,1.265,56.4696
30.09,2.0,62.6715,1.0,1.0,1,0,1,1,0,1.0,30.09
34.28,2.0,56.2678,1.15,1.1,0,1,1,0,0,1.265,43.3642
39.67,1.0,61.871,1.0,1.1,0,1,1,0,0,1.1,43.63700000000001
25.42,4.0,54.7066,1.0,1.1,0,1,1,0,0,1.1,27.962000000000003
5.26,1.0,33.344,1.0,1.0,1,0,1,0,0,1.0,5.26
27.32,2.0,48.3843,1.0,1.0,0,0,0,0,0,1.0,27.32
29.76,3.0,62.7544,1.15,1.1,1,0,1,0,0,1.265,37.6464
37.53,4.0,101.0292,1.15,1.0,0,0,0,0,0,1.15,43.1595
22.15,2.0,32.985499999999995,1.0,1.0,1,0,1,1,0,1.0,22.15
7.25,2.0,17.9592,1.0,1.0,0,0,0,0,0,1.0,7.25
14.91,1.0,65.9698,1.0,1.1,0,0,0,1,0,1.1,16.401
18.79,3.0,45.1726,1.15,1.25,0,0,0,1,1,1.4375,27.010624999999997
32.65,1.0,55.0989,1.0,1.25,0,0,0,0,1,1.25,40.8125
28.97,3.0,65.195,1.0,1.1,0,0,0,0,0,1.1,31.867
18.45,4.0,85.4652,1.0,1.1,0,0,0,0,0,1.1,20.295
49.34,4.0,69.91480000000001,1.0,1.0,0,0,0,1,0,1.0,49.34
30.68,1.0,72.16069999999999,1.0,1.1,0,0,0,0,0,1.1,33.748000000000005
12.62,3.0,36.4212,1.0,1.0,0,0,0,0,0,1.0,12.62
5.99,3.0,41.014300000000006,1.0,1.1,0,0,0,0,0,1.1,6.589
8.49,2.0,33.2317,1.3,1.0,0,1,1,0,1,1.3,11.037
13.05,1.0,38.9635,1.0,1.0,1,0,1,0,0,1.0,13.05
8.87,3.0,24.6913,1.0,1.0,0,0,0,0,0,1.0,8.87
10.14,4.0,20.9578,1.0,1.0,1,0,1,1,0,1.0,10.14
14.97,2.0,22.1172,1.15,1.0,0,1,1,0,0,1.15,17.2155
9.5,1.0,29.2945,1.0,1.0,0,0,0,0,0,1.0,9.5
44.94,2.0,129.5356,1.0,1.25,0,1,1,0,1,1.25,56.175
4.93,1.0,9.9494,1.0,1.1,0,1,1,1,0,1.1,5.423
26.7,4.0,50.789,1.0,1.1,0,1,1,0,0,1.1,29.37
21.11,3.0,30.4015,1.0,1.25,0,1,1,1,1,1.25,26.3875
49.14,3.0,69.1972,1.15,1.25,0,0,0,0,1,1.4375,70.63875
20.49,1.0,74.2598,1.0,1.25,0,0,0,0,1,1.25,25.612499999999997
48.5,4.0,50.7312,1.0,1.0,1,0,1,0,0,1.0,48.5
43.41,2.0,58.0149,1.15,1.0,0,0,0,0,0,1.15,49.921499999999995
41.04,2.0,44.101,1.0,1.1,0,0,0,0,0,1.1,45.144000000000005
13.64,2.0,26.076,1.15,1.1,0,0,0,1,0,1.265,17.2546
9.37,1.0,20.3509,1.0,1.1,0,0,0,0,0,1.1,10.307
33.76,1.0,102.3316,1.15,1.0,0,1,1,0,0,1.15,38.824
